Map Colour,Hexidecimal ID,Province Name,Province Owner,Region
,D25,,Qasim,Qasim
,D26,,Muscovy,Nizhny Novgorod
,D27,,Muscovy,Nizhny Novgorod
,D28,,Qasim,Qasim
,D29,,Qasim,Qasim
,D2A,,Qasim,Qasim
,D2B,,Muscovy,Vladimir
,D2C,,Muscovy,Vladimir
,D2D,,Muscovy,Vladimir
,D2E,,Muscovy,Vladimir
,D2F,,Qasim,Qasim
,D30,Qasim,Qasim,Qasim
,D31,,Qasim,Qasim
,D32,,Ryazan,Ryazan
,D33,Staraya Ryazan,Ryazan,Ryazan
,D34,Pronsk,Ryazan,Ryazan
,D35,,Ryazan,Ryazan
,D36,,Ryazan,Ryazan
,D37,,Ryazan,Ryazan
,D38,,Ryazan,Ryazan
,D39,,Ryazan,Ryazan
,D3A,,Muscovy,Vladimir
,D3B,,Ryazan,Ryazan
,D3C,,Qasim,Qasim
,D3D,,Qasim,Qasim
,D3E,,Qasim,Qasim
,D3F,,Muscovy,Vladimir
,D40,,Muscovy,Vladimir
,D41,,Muscovy,Vladimir
,D42,,Muscovy,Vladimir
,D43,,Muscovy,Vladimir
,D44,,Muscovy,Vladimir
,D45,,Muscovy,Vladimir
,D46,,Muscovy,Moscow
,D47,Holmy,Muscovy,Moscow
,D48,,Ryazan,Ryazan
,D49,Rostislavl-Ryazansky,Ryazan,Ryazan
,D4A,Kolomna,Muscovy,Moscow
,D4B,,Muscovy,Ryazan
,D4C,Severskoye,Muscovy,Moscow
,D4D,,Muscovy,Moscow
,D4E,,Muscovy,Moscow
,D4F,,Muscovy,Vladimir
,D50,,Muscovy,Vladimir
,D51,,Muscovy,Vladimir
,D52,,Muscovy,Tver
,D53,,Muscovy,Moscow
,D54,,Muscovy,Moscow
,D55,,Muscovy,Tver
,D56,,Muscovy,Tver
,D57,Moscow,Muscovy,Moscow
,D58,,Muscovy,Moscow
,D59,,Muscovy,Moscow
,D5A,Serpukhov,Muscovy,Moscow
,D5B,Aleksin,Muscovy,Oka
,D5C,Lyubutsk,Muscovy,Oka
,D5D,Tarusa,Muscovy,Oka
,D5E,Obolensk,Muscovy,Oka
,D5F,Przemysl,Muscovy,Moscow
,D60,Mikhalevskoe,Muscovy,Moscow
,D61,,Muscovy,Moscow
,D62,Vereya,Muscovy,Moscow
,D63,,Muscovy,Moscow
,D64,,Muscovy,Moscow
,D65,,Muscovy,Tver
,D66,,Muscovy,Tver
,D67,Karacharovo,Muscovy,Moscow
,D68,Tushkov Gorodok,Muscovy,Moscow
,D69,Wemtsa,Muscovy,Moscow
,D6A,Mozhaisk,Muscovy,Moscow
,D6B,Borovsk,Muscovy,Moscow
,D6C,Orekhovna,Muscovy,Moscow
,D6D,Gorodechnya,Muscovy,Oka
,D6E,Vorotynisk,Muscovy,Oka
,D6F,Rzhavets,Muscovy,Oka
,D70,Odoyev,Muscovy,Oka
,D71,Belyov,Muscovy,Oka
,D72,Novosil,Lithuania,Oka
,D73,Mseneskas,Lithuania,Oka
,D74,Zvenigorodas,Lithuania,Oka
,D75,Veino,Muscovy,Oka
,D76,Hotetovo,Lithuania,Oka
,D77,Metesk,Muscovy,Oka
,D78,Frolovo,Muscovy,Oka
,D79,Pechki,Muscovy,Oka
,D7A,Blizvichi,Lithuania,Oka
,D7B,Silkovichi,Muscovy,Oka
,D7C,Byshkovichi,Muscovy,Oka
,D7D,Daržovės,Lithuania,Oka
,D7E,Opakovas,Muscovy,Oka
,D7F,Gorodečna,Lithuania,Oka
,D80,Holzminden,Brunswick-Wolfenbüttel,Lower Saxony
,D81,Gorku,Lithuania,Oka
,D82,Shuya,Lithuania,Smolenskas
,D83,Belik,Lithuania,Smolenskas
,D84,Prudy,Lithuania,Smolenskas
,D85,Nežoda,Lithuania,Smolenskas
,D86,,Lithuania,Smolenskas
,D87,Kasplya,Lithuania,Smolenskas
,D88,Smolensk,Lithuania,Smolenskas
,D89,Dorogobužas,Lithuania,Smolenskas
,D8A,Kremenskoje,Lithuania,Smolenskas
,D8B,Izdeshkovo,Muscovy,Moscow
,D8C,Luchinas Gorodokas,Lithuania,Smolenskas
,D8D,Volosma,Muscovy,Moscow
,D8E,Postino,Muscovy,Moscow
,D8F,Moščinas,Muscovy,Oka
,D90,Kozlov,Muscovy,Moscow
,D91,Bylitsy,Muscovy,Moscow
,D92,Vyazma,Muscovy,Moscow
,D93,Zhilin,Muscovy,Moscow
,D94,Bolshevo,Lithuania,Smolenskas
,D95,,Muscovy,Ryazan
,D96,Peryslavl Ryazan,Ryazan,Ryazan
,D97,Mikhaylov,Ryazan,Ryazan
,D98,,Ryazan,Ryazan
,D99,Venyov,Muscovy,Ryazan
,D9A,Volkona,Muscovy,Oka
,D9B,,Ryazan,Ryazan
,D9C,,Muscovy,Ryazan
,D9D,Koluga,Muscovy,Oka
,D9E,,Ryazan,Ryazan
,D9F,,Ryazan,Ryazan
,DA0,,Muscovy,Moscow
,DA1,Medyn,Muscovy,Moscow
,DA2,,Lithuania,Oka
,DA3,Koelesk,Muscovy,Oka
,DA4,,Ryazan,Ryazan
,DA5,,Ryazan,Ryazan
,DA6,,Qasim,Qasim
,DA7,,Qasim,Qasim
,DA8,,Qasim,Qasim
,DA9,,Qasim,Qasim
,DAA,,Qasim,Qasim
,DAB,,Qasim,Qasim
,DAC,,Qasim,Qasim
,DAD,,Ryazan,Ryazan
,DAE,,Muscovy,Nizhny Novgorod
,DAF,,Muscovy,Nizhny Novgorod
,DB0,,Muscovy,Kazan
,DB1,,Muscovy,Kazan
,DB2,,Muscovy,Kazan
,DB3,,Muscovy,Kazan
,DB4,,Kazan,Kazan
,DB5,,Kazan,Kazan
,DB6,,Kazan,Kazan
,DB7,,Kazan,Kazan
,DB8,,Kazan,Kazan
,DB9,,Kazan,Kazan
,DBA,,Kazan,Kazan
,DBB,,Kazan,Kazan
,DBC,,Kazan,Kazan
,DBD,,Kazan,Kazan
,DBE,,Kazan,Kazan
,DBF,,Kazan,Kazan
,DC0,,Kazan,Kazan
,DC1,,Kazan,Kazan
,DC2,,Kazan,Kazan
,DC3,,Kazan,Kazan
,DC4,Kazan,Kazan,Kazan
,DC5,,Kazan,Kazan
,DC6,,Kazan,Kazan
,DC7,,Kazan,Kazan
,DC8,,Kazan,Kazan
,DC9,,Kazan,Kazan
,DCA,,Muscovy,Nizhny Novgorod
,DCB,,Kazan,Kazan
,DCC,,Kazan,Kazan
,DCD,,Muscovy,Nizhny Novgorod
,DCE,,Muscovy,Nizhny Novgorod
,DCF,,Muscovy,Nizhny Novgorod
,DD0,,Muscovy,Nizhny Novgorod
,DD1,,Kazan,Sura
,DD2,,Muscovy,Nizhny Novgorod
,DD3,,Kazan,Sura
,DD4,,Kazan,Sura
,DD5,,Kazan,Sura
,DD6,,Kazan,Sura
,DD7,,Kazan,Volga
,DD8,,Kazan,Volga
,DD9,,Kazan,Kazan
,DDA,,Kazan,Kazan
,DDB,,Kazan,Kazan
,DDC,,Kazan,Volga
,DDD,,Kazan,Volga
,DDE,,Kazan,Volga
,DDF,,Kazan,Volga
,DE0,,Kazan,Volga
,DE1,,Kazan,Volga
,DE2,,Kazan,Volga
,DE3,,Pskov,Pskov
,DE4,,Pskov,Pskov
,DE5,,Pskov,Pskov
,DE6,,Pskov,Pskov
,DE7,Pskov,Pskov,Pskov
,DE8,,Livonian Order,Pskov
,DE9,,Pskov,Pskov
,DEA,,Pskov,Pskov
,DEB,,Pskov,Pskov
,DEC,,Pskov,Pskov
,DED,,Pskov,Pskov
,DEE,,Pskov,Pskov
,DEF,Baruts,Muscovy,Novgorod
,DF0,,Pskov,Pskov
,DF1,Sebežas,Lithuania,Pskov
,DF2,,Pskov,Pskov
,DF3,Aštresnis,Lithuania,Polockas
,DF4,Narwa,Livonian Order,Estonia
,DF5,Luggenhusen,Livonian Order,Estonia
,DF6,Neuschloss,Livonian Order,Estonia
,DF7,Maholm,Livonian Order,Estonia
,DF8,Keel,Livonian Order,Estonia
,DF9,Katküll,Livonian Order,Estonia
,DFA,Neukirchen,Livonian Order,Estonia
,DFB,Ampel,Livonian Order,Estonia
,DFC,Wessenberg,Livonian Order,Estonia
,DFD,Tolsburg,Livonian Order,Estonia
,DFE,Tristfer,Livonian Order,Estonia
,DFF,Koikera,Livonian Order,Estonia
,E00,Weissenstein,Livonian Order,Estonia
,E01,Kosch,Livonian Order,Estonia
,E02,Kusal,Livonian Order,Estonia
,E03,Jeglecht,Livonian Order,Estonia
,E04,Jerwenküll,Livonian Order,Estonia
,E05,Jörden,Livonian Order,Estonia
,E06,Heggers,Livonian Order,Estonia
,E07,Reval,Livonian Order,Estonia
,E08,Kegel,Livonian Order,Estonia
,E09,Sankt Katharinen,Ösel–Wiek,Estonia
,E0A,Sankt Olaf,Ösel–Wiek,Estonia
,E0B,Goldenbeck,Ösel–Wiek,Estonia
,E0C,Hapsal,Ösel–Wiek,Estonia
,E0D,Merjama,Ösel–Wiek,Estonia
,E0E,Fickel,Ösel–Wiek,Estonia
,E0F,Soontacken,Ösel–Wiek,Estonia
,E10,Padenorm,Ösel–Wiek,Estonia
,E11,Karusen,Livonian Order,Estonia
,E12,Hanehl,Ösel–Wiek,Estonia
,E13,Rappel,Livonian Order,Estonia
,E14,Torgel,Livonian Order,Estonia
,E15,Pärnau,Livonian Order,Estonia
,E16,Pühhalep,Livonian Order,Estonia
,E17,Keinis,Ösel–Wiek,Estonia
,E18,Peude,Livonian Order,Estonia
,E19,Pyha,Ösel–Wiek,Estonia
,E1A,Arensburg,Ösel–Wiek,Estonia
,E1B,Soneburg,Livonian Order,Estonia
,E1C,Allenküll,Livonian Order,Estonia
,E1D,Oberpahlen,Livonian Order,Estonia
,E1E,Gross Sankt Johannis,Livonian Order,Estonia
,E1F,Fellin,Livonian Order,Estonia
,E20,Gross Köppo,Livonian Order,Estonia
,E21,Helmet,Livonian Order,Estonia
,E22,Karkus,Livonian Order,Estonia
,E23,Saara,Livonian Order,Estonia
,E24,Salis,Riga,Latvia
,E25,Salisburg,Livonian Order,Latvia
,E26,Wolmar,Livonian Order,Latvia
,E27,Ermes,Livonian Order,Latvia
,E28,Wenden,Livonian Order,Latvia
,E29,Vogelsang,Riga,Latvia
,E2A,Roop,Riga,Latvia
,E2B,Lemsal,Riga,Latvia
,E2C,Laisholm,Livonian Order,Estonia
,E2D,Kaptsver,Livonian Order,Estonia
,E2E,Talkhof,Livonian Order,Estonia
,E2F,Sankt Marien,Dorpat,Estonia
,E30,Dorpat,Dorpat,Estonia
,E31,Sankt Brigitten,Dorpat,Estonia
,E32,Wendau,Dorpat,Estonia
,E33,Oldenthorn,Dorpat,Estonia
,E34,Ringen,Dorpat,Estonia
,E35,Antzen,Dorpat,Estonia
,E36,Neuhausen,Dorpat,Estonia
,E37,Schönangen,Dorpat,Estonia
,E38,Carolen,Dorpat,Estonia
,E39,Adsel,Livonian Order,Latvia
,E3A,Marienburg,Livonian Order,Latvia
,E3B,Roggenhausen,Riga,Latvia
,E3C,Ronneburg,Riga,Latvia
,E3D,Ramkau,Riga,Latvia
,E3E,Schwanenburg,Riga,Latvia
,E3F,,Riga,Latvia
,E40,,Riga,Latvia
,E41,Marienhausen,Riga,Latvia
,E42,Lubahn,Riga,Latvia
,E43,Sesswegen,Riga,Latvia
,E44,Kreuzburg,Riga,Latvia
,E45,,Livonian Order,Latvia
,E46,,Livonian Order,Latvia
,E47,Ludsen,Livonian Order,Latvia
,E48,Wolkenburg,Livonian Order,Latvia
,E49,Rositten,Livonian Order,Latvia
,E4A,Niedritz,Livonian Order,Latvia
,E4B,Ruszons,Riga,Latvia
,E4C,Kraslau,Livonian Order,Latvia
,E4D,Dünaburg,Livonian Order,Latvia
,E4E,Gerzike,Riga,Latvia
,E4F,Illuxt,Livonian Order,Latvia
,E50,,Livonian Order,Latvia
,E51,Selburg,Livonian Order,Latvia
,E52,Kokenhusen,Riga,Latvia
,E53,Ascheraden,Livonian Order,Latvia
,E54,Rahden,Livonian Order,Latvia
,E55,Nitau,Livonian Order,Latvia
,E56,Segewold,Livonian Order,Latvia
,E57,Kipsal,Riga,Latvia
,E58,Üksküll,Riga,Latvia
,E59,Baldohn,Livonian Order,Latvia
,E5A,Dünamünde,Livonian Order,Latvia
,E5B,Riga,Riga (C),Latvia
,E5C,Mesohten,Livonian Order,Latvia
,E5D,Bauske,Livonian Order,Latvia
,E5E,Sessau,Livonian Order,Latvia
,E5F,Mitau,Livonian Order,Latvia
,E60,Doblehn,Livonian Order,Latvia
,E61,Tuckum,Livonian Order,Latvia
,E62,Autzenburg,Livonian Order,Latvia
,E63,Kandau,Livonian Order,Latvia
,E64,Nurmhusen,Livonian Order,Latvia
,E65,Dondagen,Courland,Latvia
,E66,Talsen,Livonian Order,Latvia
,E67,Pilten,Courland,Latvia
,E68,Windau,Livonian Order,Latvia
,E69,Pilten,Livonian Order,Latvia
,E6A,Zabeln,Livonian Order,Latvia
,E6B,Schrunden,Livonian Order,Latvia
,E6C,Amboten,Courland,Latvia
,E6D,Goldingen,Livonian Order,Latvia
,E6E,Hasanpoth,Courland,Latvia
,E6F,Durben,Livonian Order,Latvia
,E70,Sackenhausen,Courland,Latvia
,E71,Grobin,Livonian Order,Latvia
,E72,,Lithuania,Samogitia
,E73,,Courland,Latvia
,E74,,Lithuania,Samogitia
,E75,,Lithuania,Samogitia
,E76,,Lithuania,Samogitia
,E77,,Lithuania,Samogitia
,E78,,Lithuania,Samogitia
,E79,,Lithuania,Samogitia
,E7A,,Lithuania,Samogitia
,E7B,,Lithuania,Samogitia
,E7C,,Lithuania,Samogitia
,E7D,,Lithuania,Samogitia
,E7E,Taranto,Castile,Naples
,E7F,,Lithuania,Samogitia
,E80,,Lithuania,Samogitia
,E81,,Lithuania,Samogitia
,E82,,Lithuania,Samogitia
,E83,,Lithuania,Samogitia
,E84,,Lithuania,Samogitia
,E85,,Lithuania,Samogitia
,E86,Raseiniai,Lithuania,Samogitia
,E87,,Lithuania,Samogitia
,E88,,Lithuania,Samogitia
,E89,,Lithuania,Samogitia
,E8A,,Lithuania,Samogitia
,E8B,,Lithuania,Samogitia
,E8C,,Lithuania,Trakai
,E8D,,Lithuania,Trakai
,E8E,,Lithuania,Trakai
,E8F,,Lithuania,Trakai
,E90,,Lithuania,Trakai
,E91,,Lithuania,Trakai
,E92,Upyte,Lithuania,Trakai
,E93,,Lithuania,Vilnius
,E94,Ukmergė,Lithuania,Vilnius
,E95,,Lithuania,Vilnius
,E96,,Lithuania,Vilnius
,E97,,Lithuania,Trakai
,E98,,Lithuania,Vilnius
,E99,,Lithuania,Vilnius
,E9A,,Lithuania,Vilnius
,E9B,,Lithuania,Vilnius
,E9C,Altamura,Castile,Naples
,E9D,,Lithuania,Vilnius
,E9E,,Lithuania,Trakai
,E9F,Kaunas,Lithuania,Trakai
,EA0,,Lithuania,Trakai
,EA1,,Lithuania,Trakai
,EA2,,Lithuania,Trakai
,EA3,,Lithuania,Trakai
,EA4,,Lithuania,Trakai
,EA5,,Lithuania,Trakai
,EA6,,Lithuania,Trakai
,EA7,,Lithuania,Trakai
,EA8,,Lithuania,Trakai
,EA9,,Lithuania,Trakai
,EAA,,Lithuania,Trakai
,EAB,,Lithuania,Trakai
,EAC,,Lithuania,Trakai
,EAD,,Lithuania,Trakai
,EAE,,Lithuania,Trakai
,EAF,,Lithuania,Trakai
,EB0,,Lithuania,Trakai
,EB1,,Lithuania,Trakai
,EB2,Trakai,Lithuania,Trakai
,EB3,Vilnius,Lithuania,Vilnius
,EB4,,Lithuania,Vilnius
,EB5,,Lithuania,Vilnius
,EB6,,Lithuania,Vilnius
,EB7,,Lithuania,Vilnius
,EB8,,Lithuania,Vilnius
,EB9,,Lithuania,Vilnius
,EBA,,Lithuania,Vilnius
,EBB,,Lithuania,Vilnius
,EBC,,Lithuania,Vilnius
,EBD,,Lithuania,Vilnius
,EBE,,Lithuania,Vilnius
,EBF,,Lithuania,Vilnius
,EC0,,Lithuania,Vilnius
,EC1,,Lithuania,Vilnius
,EC2,,Lithuania,Vilnius
,EC3,Ašmena,Lithuania,Vilnius
,EC4,,Lithuania,Vilnius
,EC5,,Lithuania,Vilnius
,EC6,,Lithuania,Vilnius
,EC7,,Lithuania,Vilnius
,EC8,,Lithuania,Vilnius
,EC9,,Lithuania,Vilnius
,ECA,,Lithuania,Vilnius
,ECB,,Lithuania,Vilnius
,ECC,,Lithuania,Vilnius
,ECD,,Lithuania,Vilnius
,ECE,,Lithuania,Vilnius
,ECF,,Lithuania,Vilnius
,ED0,,Lithuania,Vilnius
,ED1,,Lithuania,Vilnius
,ED2,,Lithuania,Trakai
,ED3,,Lithuania,Trakai
,ED4,,Lithuania,Vilnius
,ED5,Valkaviskas,Lithuania,Naugardukas
,ED6,,Lithuania,Vilnius
,ED7,,Lithuania,Vilnius
,ED8,,Lithuania,Naugardukas
,ED9,,Lithuania,Naugardukas
,EDA,,Lithuania,Naugardukas
,EDB,Slanimas,Lithuania,Naugardukas
,EDC,,Lithuania,Naugardukas
,EDD,,Lithuania,Naugardukas
,EDE,,Lithuania,Naugardukas
,EDF,,Lithuania,Pinskas
,EE0,,Lithuania,Pinskas
,EE1,,Lithuania,Naugardukas
,EE2,,Lithuania,Naugardukas
,EE3,,Lithuania,Naugardukas
,EE4,Naugardukas,Lithuania,Naugardukas
,EE5,Lyda,Lithuania,Vilnius
,EE6,,Lithuania,Vilnius
,EE7,,Lithuania,Naugardukas
,EE8,,Lithuania,Vilnius
,EE9,,Lithuania,Naugardukas
,EEA,,Lithuania,Naugardukas
,EEB,,Lithuania,Naugardukas
,EEC,,Lithuania,Minskas
,EED,,Lithuania,Minskas
,EEE,,Lithuania,Minskas
,EEF,Minskas,Lithuania,Minskas
,EF0,,Lithuania,Minskas
,EF1,,Lithuania,Minskas
,EF2,,Lithuania,Minskas
,EF3,,Lithuania,Naugardukas
,EF4,,Lithuania,Naugardukas
,EF5,,Lithuania,Naugardukas
,EF6,,Lithuania,Pinskas
,EF7,,Lithuania,Naugardukas
,EF8,,Lithuania,Naugardukas
,EF9,,Lithuania,Naugardukas
,EFA,Sluckas,Lithuania,Naugardukas
,EFB,,Lithuania,Naugardukas
,EFC,,Lithuania,Minskas
,EFD,,Lithuania,Minskas
,EFE,,Lithuania,Minskas
,EFF,,Lithuania,Minskas
,F00,,Lithuania,Minskas
,F01,,Lithuania,Minskas
,F02,,Lithuania,Minskas
,F03,,Lithuania,Minskas
,F04,,Lithuania,Minskas
,F05,,Lithuania,Minskas
,F06,,Lithuania,Minskas
,F07,,Lithuania,Minskas
,F08,,Lithuania,Minskas
,F09,,Lithuania,Minskas
,F0A,,Lithuania,Minskas
,F0B,,Lithuania,Minskas
,F0C,,Lithuania,Minskas
,F0D,,Lithuania,Minskas
,F0E,,Lithuania,Minskas
,F0F,,Lithuania,Polockas
,F10,,Lithuania,Vilnius
,F11,Breslauja,Lithuania,Vilnius
,F12,,Lithuania,Polockas
,F13,,Lithuania,Polockas
,F14,,Lithuania,Polockas
,F15,Brzeziny,Poland,Mazowsze
,F16,,Lithuania,Polockas
,F17,Polockas,Lithuania,Polockas
,F18,,Lithuania,Polockas
,F19,,Lithuania,Polockas
,F1A,,Lithuania,Polockas
,F1B,,Lithuania,Polockas
,F1C,,Lithuania,Polockas
,F1D,Verbilova,Lithuania,Polockas
,F1E,,Lithuania,Polockas
,F1F,Rzheva Pustaya,Muscovy,Novgorod
,F20,Nevelas,Lithuania,Polockas
,F21,Komša,Lithuania,Polockas
,F22,,Lithuania,Polockas
,F23,,Lithuania,Polockas
,F24,,Lithuania,Polockas
,F25,Vitebskas,Lithuania,Polockas
,F26,Velizh,Lithuania,Polockas
,F27,,Lithuania,Polockas
,F28,Nezhelskoe,Lithuania,Smolenskas
,F29,Ozertso,Lithuania,Smolenskas
,F2A,Kazarinskas,Lithuania,Smolenskas
,F2B,,Muscovy,Novgorod
,F2C,Stolopno,Lithuania,Smolenskas
,F2D,Zomša,Lithuania,Smolenskas
,F2E,Toropetas,Lithuania,Smolenskas
,F2F,Zhizhitsy,Lithuania,Smolenskas
,F30,Staritsa,Lithuania,Smolenskas
,F31,Dubna,Lithuania,Smolenskas
,F32,,Lithuania,Smolenskas
,F33,Biberevo,Lithuania,Smolenskas
,F34,Shoptovo,Lithuania,Smolenskas
,F35,,Lithuania,Smolenskas
,F36,,Lithuania,Polockas
,F37,Lydeka,Lithuania,Smolenskas
,F38,,Lithuania,Smolenskas
,F39,Belaya,Lithuania,Smolenskas
,F3A,Vetlitsa,Lithuania,Smolenskas
,F3B,Veržavskas,Lithuania,Smolenskas
,F3C,Porechye,Lithuania,Smolenskas
,F3D,,Lithuania,Polockas
,F3E,,Lithuania,Polockas
,F3F,,Lithuania,Polockas
,F40,,Lithuania,Polockas
,F41,,Lithuania,Polockas
,F42,,Lithuania,Polockas
,F43,,Lithuania,Smolenskas
,F44,Katynė,Lithuania,Smolenskas
,F45,Maksimovskis,Lithuania,Smolenskas
,F46,Molokhva,Lithuania,Smolenskas
,F47,,Lithuania,Polockas
,F48,,Lithuania,Mstislavlis
,F49,,Lithuania,Polockas
,F4A,,Lithuania,Polockas
,F4B,,Lithuania,Mstislavlis
,F4C,,Lithuania,Mstislavlis
,F4D,Slauharadas,Lithuania,Mstislavlis
,F4E,,Lithuania,Mstislavlis
,F4F,Radoml,Lithuania,Mstislavlis
,F50,Mstislavlis,Lithuania,Mstislavlis
,F51,Kryčavas,Lithuania,Mstislavlis
,F52,,Lithuania,Mstislavlis
,F53,,Lithuania,Mstislavlis
,F54,Chotslavyčiai,Lithuania,Smolenskas
,F55,Svadita,Lithuania,Smolenskas
,F56,,Lithuania,Smolenskas
,F57,Fiodorovskoje,Lithuania,Smolenskas
,F58,,Lithuania,Mstislavlis
,F59,Roslavlis,Lithuania,Smolenskas
,F5A,Muškovičius,Lithuania,Smolenskas
,F5B,Zhiryatino,Lithuania,Mstislavlis
,F5C,,Muscovy,Mstislavlis
,F5D,Brianskas,Lithuania,Mstislavlis
,F5E,Počepas,Lithuania,Mstislavlis
,F5F,Mglin,Lithuania,Mstislavlis
,F60,Drokovas,Lithuania,Mstislavlis
,F61,,Lithuania,Mstislavlis
,F62,,Lithuania,Mstislavlis
,F63,,Lithuania,Mstislavlis
,F64,,Lithuania,Mstislavlis
,F65,Popova Gora,Lithuania,Mstislavlis
,F66,,Lithuania,Mstislavlis
,F67,Radogošas,Lithuania,Mstislavlis
,F68,Trubetskas,Lithuania,Mstislavlis
,F69,,Muscovy,Mstislavlis
,F6A,,Lithuania,Mstislavlis
,F6B,,Lithuania,Mstislavlis
,F6C,,Lithuania,Mstislavlis
,F6D,Gomelis,Lithuania,Mstislavlis
,F6E,Starodubas,Lithuania,Mstislavlis
,F6F,,Lithuania,Mstislavlis
,F70,Čačerskas,Lithuania,Mstislavlis
,F71,,Lithuania,Mstislavlis
,F72,Rečyca,Lithuania,Minskas
,F73,,Lithuania,Minskas
,F74,,Lithuania,Minskas
,F75,,Lithuania,Minskas
,F76,,Lithuania,Minskas
,F77,,Lithuania,Minskas
,F78,,Lithuania,Minskas
,F79,,Lithuania,Minskas
,F7A,,Lithuania,Minskas
,F7B,,Lithuania,Minskas
,F7C,,Lithuania,Minskas
,F7D,,Lithuania,Minskas
,F7E,,Lithuania,Minskas
,F7F,,Lithuania,Minskas
,F80,Mozyrius,Lithuania,Minskas
,F81,,Lithuania,Minskas
,F82,,Lithuania,Minskas
,F83,,Lithuania,Minskas
,F84,,Lithuania,Naugardukas
,F85,,Lithuania,Naugardukas
,F86,,Lithuania,Naugardukas
,F87,,Lithuania,Naugardukas
,F88,,Lithuania,Naugardukas
,F89,,Lithuania,Naugardukas
,F8A,,Lithuania,Naugardukas
,F8B,,Lithuania,Naugardukas
,F8C,,Lithuania,Naugardukas
,F8D,,Lithuania,Naugardukas
,F8E,,Lithuania,Naugardukas
,F8F,,Lithuania,Pinskas
,F90,,Lithuania,Pinskas
,F91,,Lithuania,Pinskas
,F92,,Lithuania,Pinskas
,F93,,Lithuania,Pinskas
,F94,,Lithuania,Pinskas
,F95,,Lithuania,Pinskas
,F96,,Lithuania,Minskas
,F97,,Lithuania,Kijevas
,F98,,Lithuania,Kijevas
,F99,Owrucz,Lithuania,Kijevas
,F9A,,Lithuania,Kijevas
,F9B,,Lithuania,Kijevas
,F9C,,Lithuania,Kijevas
,F9D,,Lithuania,Kijevas
,F9E,,Lithuania,Kijevas
,F9F,,Lithuania,Kijevas
,FA0,,Lithuania,Kijevas
,FA1,,Lithuania,Kijevas
,FA2,,Lithuania,Kijevas
,FA3,Žitomyras,Lithuania,Kijevas
,FA4,,Lithuania,Kijevas
,FA5,,Lithuania,Kijevas
,FA6,Karačiovas,Muscovy,Mstislavlis
,FA7,Kromy,Lithuania,Oka
,FA8,Revny,Muscovy,Mstislavlis
,FA9,Milolyubl,Muscovy,Černigovas
,FAA,Kurskas,Muscovy,Černigovas
,FAB,,Muscovy,Černigovas
,FAC,,Muscovy,Černigovas
,FAD,,Muscovy,Černigovas
,FAE,,Muscovy,Černigovas
,FAF,Hotmyshl,Muscovy,Černigovas
,FB0,Nichan,Muscovy,Černigovas
,FB1,Muzhech,Muscovy,Černigovas
,FB2,,Muscovy,Černigovas
,FB3,Homenas,Muscovy,Černigovas
,FB4,,Muscovy,Černigovas
,FB5,Putivl,Muscovy,Černigovas
,FB6,Rylskas,Muscovy,Černigovas
,FB7,Radogošas,Muscovy,Mstislavlis
,FB8,,Muscovy,Černigovas
,FB9,Hluchivas,Muscovy,Černigovas
,FBA,,Muscovy,Černigovas
,FBB,Znobov,Muscovy,Mstislavlis
,FBC,Novgorodas-Severskis,Muscovy,Černigovas
,FBD,,Muscovy,Černigovas
,FBE,Malūnas,Muscovy,Černigovas
,FBF,Targovica,Muscovy,Černigovas
,FC0,Šilovičius,Lithuania,Černigovas
,FC1,Domyslinas,Lithuania,Černigovas
,FC2,Gorskas,Lithuania,Černigovas
,FC3,Listven,Lithuania,Černigovas
,FC4,Snovskas,Lithuania,Černigovas
,FC5,,Lithuania,Černigovas
,FC6,,Lithuania,Černigovas
,FC7,Černigovas,Lithuania,Černigovas
,FC8,Loeva Gora,Lithuania,Minskas
,FC9,,Lithuania,Kijevas
,FCA,Liubechas,Lithuania,Černigovas
,FCB,,Lithuania,Kijevas
,FCC,,Lithuania,Kijevas
,FCD,,Lithuania,Kijevas
,FCE,,Lithuania,Kijevas
,FCF,Kiev,Lithuania,Kijevas
,FD0,,Lithuania,Kijevas
,FD1,,Lithuania,Kijevas
,FD2,,Lithuania,Kijevas
,FD3,,Lithuania,Kijevas
,FD4,,Lithuania,Kijevas
,FD5,,Lithuania,Kijevas
,FD6,,Lithuania,Kijevas
,FD7,,Lithuania,Kijevas
,FD8,,Lithuania,Kijevas
,FD9,,Lithuania,Kijevas
,FDA,,Lithuania,Kijevas
,FDB,,Lithuania,Kijevas
,FDC,,Lithuania,Kijevas
,FDD,Piriatinas,Muscovy,Černigovas
,FDE,Glinskas,Muscovy,Černigovas
,FDF,,Muscovy,Černigovas
,FE0,Donecas,Muscovy,Černigovas
,FE1,Zaberega,Muscovy,Moscow
,FE2,,Lithuania,Kijevas
,FE3,,Lithuania,Kijevas
,FE4,,Lithuania,Kijevas
,FE5,,Lithuania,Kijevas
,FE6,,Lithuania,Kijevas
,FE7,,Lithuania,Kijevas
,FE8,,Lithuania,Kijevas
,FE9,,Lithuania,Kijevas
,FEA,,Lithuania,Kijevas
,FEB,,Lithuania,Kijevas
,FEC,,Lithuania,Kijevas
,FED,,Lithuania,Kijevas
,FEE,,Lithuania,Kijevas
,FEF,,Lithuania,Kijevas
,FF0,,Lithuania,Vinycia
,FF1,,Lithuania,Vinycia
,FF2,,Lithuania,Vinycia
